COMMENT_ID,AUTHOR,COMMENT
z13rzhjaxxr3z1t4504ccvlp1uqnddvqoyg0k,Kate Love,Best song﻿
LneaDw26bFvjY8Hcx4VMm_TW6lDgVntTQMvU8NjWnEU,FaZe MinEz,SUBSCRIBE TO ME! I MAKE MUSIC!
z12zz5eqkxqfzxcof04cjfow2lf5c53hbcc,Nader sheckler,#1 song in world even in 2015﻿
z12agzlqdsjwthnkc23sfxaofvjoevvx204,Lily Barboza,Hi loving it﻿
LneaDw26bFtE0-kLDaaiizhZVUyP1tE0FLTPo6TPFPY,Amir bassem,subscribe me if u love eminem
z12wddhwuqintd14y04cif5i5z3vxjfwd5s,Elsa Ekokobe Rønning,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿
z12scbmwdyaogtjcc223gjn4dpzmerkt3,Angie Schear,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿
z13gdxtwjrjoczd5h04cejcqqpedxxoyn34,Aleesha Hoover,Love the video ﻿
z13affyr3pbbxv0ur235g3dptufrtb5zl04,Manikencheto Metodiev,Hello I&#39;m from Bulgaria﻿
LneaDw26bFuH6iFsSrjlJLJIX3qD4R8-emuZ-aGUj0o,Amir bassem,if u love rihanna subscribe me
z12jutrbiwf4x3mn4224ht3bsn3bwrfqz04,Laighla Owens-Teague,Eminem rap can be easy for a boy but I can do that﻿
LneaDw26bFuH6iFsSrjlJLJIX3qD4R8-emuZ-aGUj0o,Amir bassem,if u love rihanna subscribe me
LneaDw26bFspwHUoVH2c1_LONmdspcoJ2HoRzSx0cV8,Jason Viens,CHECK OUT MY MUSIC VIDEO ON MY CHANEL!!!
LneaDw26bFulIEwMLpMhW9hdZ7Zlfu8GwVEpN5x1LXc,killtheclockhd,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;
LneaDw26bFsZ8_-MJ2YdPL4dt9_QKyP6RI_K_Gt7jIM,LaMusician,could you guys please check out my channel for hiphop beats?
z13wxtdpeznid12et23ogtd4zoyvzbnoz04,Sonny Carter,I love this song sooooooooooooooo much﻿
LneaDw26bFuKSv_W4OOCnX-bIBR37W0G13MKHZrFVzI,Terry-Lee Mackenney,everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho
z13ucdta5ub5djl1d235wndifoybg5lkt,Amie Rutledge,Check out this video on YouTube:﻿
LneaDw26bFtALaOnhQgvfdsxEfR5GGMiiqg8sneY-xg,Drake Gagne,Hey guys I&#39;m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts
z13ryrrbkny0czdvv23vizoopmmmgxtax04,Angie Medina,Eminem - Love the way you lie ♥ ♥ ♥﻿
LneaDw26bFusJ2z8NldBy-Z5iwzOQ6CPi1ryYyOhzD4,Drake Gagne,Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING
LneaDw26bFtI-0_UfYJ5VmhFKI63wbPsqzmdZkuvXd4,Andrew Guasch,Hey if you guys wouldnt mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip-Hop alive
z13kuhmwfyvkw5fii04chjfr4yfnvrcht5k,Intan  Nadia,Is that girl is Megan fox ﻿
z12oczujeqz2xn2lq234ijdzurmdynx5m04,Quinn and Mia Channel MattyB101,So freaking sad...﻿
LneaDw26bFuR9smjLJUhkDMS-5WcFp80WGZVHVi9Tsw,Butter Forbes,Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.
LneaDw26bFvgKZJfckgl7OJXXu6v0YtHfhlRTURbhdY,Ractive,"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!"
LneaDw26bFu8sZa1D5wQdex0wG1IYwFiZL4s3M0h2X8,M.E.S,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential
z12rhdkrvvy3hd42c23whdeavkjdxnimg,viviane trinh,i like the lyrics but not to music video﻿
LneaDw26bFs3BLHRkaxpe2sWBWSCyXU7mlRbxEYSvQg,Greg Fils Aimé,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks "
LneaDw26bFsI21zTVPXTHR0k0-oXBY--24NIE1lGPuk,rap classics,check out my channel for rap and hip hop music
z13zdpqz0qflhrha104cdxir0pbct3v4iys0k,France Silva,BR﻿
LneaDw26bFs2opcXPZ0Hnufen7TS94xBoLm5NO5l30U,Adam B,adam b beats check out my page
z13qczlqnoqajv4rd04ci5arplmksbi5yq00k,Andrew Willigar,"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a>﻿"
LneaDw26bFsnJbhjejnJC_J6d5sHIH1B9UYVbAUc9KM,M.E.S,im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK
z130zx3rrzagwzclr23vxjypimviff23m,Huda Salah,Looooved ﻿
z12pvhp42ouayd1xx04cgl4a4wu3sxmqnlw0k,SBG | Zombies,We need to get this to 1 Billion Views!!﻿
LneaDw26bFtY8pq4RbqsCPRkV04NOObMB3THlsTf9og,superfacoo,"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful."
z13twpph2vq5zv15k04cixdrfubnxh3oqz40k,Seth Ryan,Amazing﻿
z13zc5rw3l3vw1fey23rehuylwzfcx5rt04,Seth Ryan,Almost a billion﻿
z12ittrwwxexxzwve23rehuylwzfcx5rt04,Seth Ryan,Great song﻿
LneaDw26bFuhuiZ8uX6C-qYLIsOFj9BIWtKWtCz870c,Lizzy Molly,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS
LneaDw26bFvhyHSmfm28L9EGvDJ-bou6Ze3cVbgCtgU,marion guy,Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.
LneaDw26bFsdjmaguMUCSqsUShQZWX4FLU2c58BV1mM,diabeat diaBEAT,I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks
LneaDw26bFvA7_ot-Z3kQHP4GTE3g_Zc2fsfdZ4COpI,Adam B,adam b beats check out my page 2013
LneaDw26bFtdk45hGIs0TDD3NHx1srFG99yWWbEIXG0,Domen Kristan,CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ
z132g5pqsr3wi3x5s04cerbyxuipctqg0hk,scott boshaw,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿"
LneaDw26bFsPpgYyHcGAJk2dyALknpZ1ITQKBmY32HI,Chelsea Cameron,*****PLEASE READ*****  Hey everyone! I&#39;m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don&#39;t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I&#39;d really appreciate.  ~THANK YOU for your time. ~
z13zudmjvnayvjjfq232xdtghk33thhtk,Juan Aimar,Anybody else here in 2015?﻿
LneaDw26bFuiTZZU8HrWJPqWfqnrKTtUXy7-rTnPwfU,Lil M,"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks"
LneaDw26bFuKZRaKv1u8jqanxsDr6RJraSjf2FfE1_Q,AdmiralMusclebeard,I&#39;m subscribing to you just because your comment was that great.
z134i3ya3xn2cthzj04cef445l21ylwxzmc0k,Smitty Werben Jaggerman Jensen,I like the Mmph version better﻿
LneaDw26bFuULuFdET2q7Xmn9oRQXq3oLyk8736meZ0,Kate Hermamn,Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?
z13hijmrykjqerofg22ktxgzuw3yhrbgl04,Gergő “Vlog14” Csatornája,Thumbs up if you listen this in 2015.﻿
LneaDw26bFvuJSk9kaYj6_W0OBzf4mgoIFuYUzJMheY,Brandon Thaler,Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks
LneaDw26bFtRu4tHavOZ4hr-PDVn2oz-9B1QtAfp6pc,david rodriguez,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity
LneaDw26bFu8afPj-GzbZYFHKXzdkhupARKxWs82nbQ,Dominic Randall,Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!
LneaDw26bFuaZPTjLG-5OtrrXQgL6TPsWkeKzNnMJ0c,Unbeweavable Co,For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR
z13eenia5rqwhvmyw04cgt441wapvbkakzo0k,faisal joy,Hi I am from bangladesh 💜﻿
z13isrygru30wbjmy23refqxdzizyp3xy04,Ala Fatah,Is that Megan Fox?﻿
z12yupsicr33xvw5p04cglpwizi2tboyzgc,T MAN,Fire..﻿
LneaDw26bFtpMGuaegzvwo3PCtnpRUXnTXAHz_DzpKA,GhostPoet100,EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...
LneaDw26bFtLCuPUezUBnuN6f0sN3V3nso0Yllu9mKU,Terry-Lee Mackenney,Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks
LneaDw26bFvq7Rq_343ImPD-uDHf2clFCLMRkYqXPX4,Tiffanythebest,"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH "
z13gdjzydor2enadz23ezhxpyxilvrtak04,Gail Weir,I love the way you lie﻿
LneaDw26bFvk4DAhUcCJKLzujguS_mf4eS_LdZjARzE,M.E.S,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential
z12uxxzoxvexs1mdr23yvddbpl33gr4mf,Chris Bieber,Love the way you lie II is nicer in my opinion. :D﻿
z12kylpz1wzwgt0pd04cjptp4wjxjdeotnk0k,Levi Cole,Almost to a billion :)﻿
z12uefkbwv2md3dbz04cg3yoqp2ngfgibqg0k,Ashley Jsade,If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿
LneaDw26bFvxJlVsbYMPkvV3LnT9JOJjEg5OsTN9pMo,Josh Dummett,Also check out D.j.j where do i go now and road to recovery
z121z5mziy20ybch504cdziq1rvcev5apg4,Furashious,Charlie got off the island and dated Megan Fox? b-but what about claire?﻿
LneaDw26bFtl5IRz0aJhyk-Id8DQ1p28SKectuNzbmE,Davide Puzzanghera,Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !
LneaDw26bFuk1aaBCiVITRxuEwAmzBtVcQi3QZSFkYY,AvidorFilms,"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!"
z12qy53q0kfzxby4304cflvpxnr1gxjrlrg0k,nepart maxx,Eminem best rapper all the time﻿
z12rdtlarmrzxhuba04cibjomsiqi3ij00g,Paul Buxton,Omg! This guy sounds like an american professor green﻿
z123wdtwhmnngjhat04cgtu5oyibstyopnw0k,vZoqwa,thumbs up if you think this should have 1 billion views﻿
z13eznubuwixt3aae04cgb150t2nup2ba3o,Vence Cerbo,Lemme Top Comments Please!!﻿
z12kf5dyltrijhepb04ccltibzijd5wa1mc0k,liu hui (dukegod),i love this song﻿
z13ihhrakmndxblzo04chpp53nn2xbja1fc,Emma Halbrook,My favorite song 💗💗💗💗﻿
LneaDw26bFuYnpb0cG3d_koRWn2FHQ6OFrPiqjFHeEs,Beats ProdByATHS,tryna work with some rappers check out the ones i already have on my channel
LneaDw26bFt75QYI94b9j7RqQCUgwrDwiHbnb1uwpxo,RaMpAgE420,Check out Berzerk video on my channel ! :D
z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs,Andrés Nuñez,super﻿
LneaDw26bFuisc-qZu0BerSXLLjgKlxUD59lcMA8W_E,Stricker Stric,eminem new song check out my videos
z12jt1dbdpbvzzyi304cdxr4cwqkgrild,Susan Ambs,Check out this video on YouTube:﻿
LneaDw26bFsNko3TEEPMTxWPlFophSSKkSqvjRsENU8,arrgh garry,"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be "
LneaDw26bFuUhekP0nDAiaqnW5sf4OD14dIjY-1o63c,RapStarz Coleman,Subscribe To Mê Please Guys
LneaDw26bFvRgBzOd9MQ1jh0Cmt8vuPTQvOZboi-s24,Nicholas Reed,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift"
LneaDw26bFsMrQMk1vC-RxTxjmpFlt5sKz8Vo1_wIas,M.E.S,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential
z12gdzyrqwvtvxfek230jnvp1zf4hjl3w,Carolina Sanchez Cifuentes,Love you﻿
LneaDw26bFtHv3jHn8C0y5MliNA2oqkPogUL4HmsZPQ,Lil M,Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe
LneaDw26bFt-gGO-C3czQDS4cqE7xJfKoKqWmMIlSWc,HOTFUZZOFFICIAL,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!"
LneaDw26bFuFgDF5yE6Udiuv2lqie4iaimFPdN7rvYk,Nikola Vejionvic,/watch?v=aImbWbfQbzg watch and subscrible
z12qg5voponpgxwot04ci3txdw24ejr431g,Jp Galeanoo,I  love you Eminem﻿
z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k,geraldine lopez,love the you lie the good﻿
z121hftrpqicztwq404cjvvzknqoupxxsxw0k,Daniel Tabatabai,still listening in 2015﻿
LneaDw26bFuADByLeh7RnEltROTIUCqeYYXmt51DT2g,M.E.S,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential
z12jy5544qedxbgfq235ufyqbxqkzxbjl04,Brian Fletcher,Eminem rocks!﻿
LneaDw26bFsw47hS3RAHCBj_uNPFQNZVbUVyx5Rh9zk,KOZZI RAP,CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP
z13mxl3zavzfc55as04ccf4ifo2textrofs,Honesty Wright,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿
z12midepsoiuxzmh304cjt0ihn3js1k4f1c,Marcellus Scates-nash,awesome﻿
z12pwjsybq35ux1kd22cddmjpunribtzf04,Ikram Riani,I lovet﻿
LneaDw26bFv9y-1cf9oawnpCocMFtK6HXTRuoffJR2k,Complete Pranks, Subscribe and like my video please
LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY,ryan cooper,subscribed :) btw you have a good style keep it up brother :))
LneaDw26bFvwhMGEs3mKR9qcJjIwC7L04F9DEGkLQfY,Drake Gagne,I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life
z12lxrwx2vmxwv4m422dz30wmzbjfji4r04,Joao Victor Canassa,Charlie from Lost!﻿
z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k,Mortal 2,Eminem THE BEST !﻿
LneaDw26bFtxoMQMT4RjErJZWpjMtHBcA7QsnHKvXRI,jacobvine2000 .,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!"
z13mchmibkr2irldm235xnn5umjruplia04,Vevo Ny,❤️❤️❤️﻿
LneaDw26bFt3FLe7NEx2Gc7jToE3LwT1LrpIpyY48E8,KOZZI RAP,hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU
z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew,Giovanni Satta,beautiful song!﻿
LneaDw26bFsYJ3OzV2q22gR6I5MvSlIF8ve1WpZHnqg,KOZZI RAP,CHECK OUT MY CHANNEL BOYS AND GIRLS ;)
LneaDw26bFtlox7jDN60_ys-XolAIlgwwc5y6aEKR68,M.E.S,hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS
z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic,Hazeandrymojilip Hazeandrymojilip,best rap ever﻿
z13gcjvh2naxyvshh04cjldgtpnyfrdylq40k,Aubone LeMieux ,I lover this song
LneaDw26bFuDsbyypF_jwmq7b6BqQPB7BdLbhfqBU5c,M.E.S,hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time
z12njnpwmuyxzrslm22ly1awll2dufkvi,Isabel Flores,Love your songs<br />Supper cool<br />﻿
z13osfmj5m2kj1cb504cjrdbyvzijtu4gtk0k,Harl Bever,I like the music...but is anyone listening to the lyrics?﻿
LneaDw26bFs2eQd05L_J9wVmiBlCClqLnM0JUQsB-3Q,YungDreams,Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.
z12acz2r2qiwxtpwy04cihii5rmwefpzeao,InfernoGaming,:D﻿
LneaDw26bFtvkPwGL4MxnAUFaIznH1ZWx7z_qBOoe5Q,Trey Curling,Check out my channel for some lyricism.....
z13tjzdqhsmvvh2kr22isbsg1nmydd51v,Earline Craver,Me and my big sister like you﻿
z12hc5yiuwr2sxml3230sxo4tofwftg1b,TheFegi12,Not bad﻿
z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k,cristina virrueta,I love eminem  &lt;3﻿
z12aczswnozdwrfnj22usfnxymiaylupi04,nataly gonzález,She looks like Megan Fox 😂 xD!!﻿
LneaDw26bFs4Mo3Kr9O93YAlCksPNemAPve_W-ivuMc,RapStarz Coleman,Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s
z12xc1aydoauenbgx04cgfkazxrpur2i52o,Nicky G,is that megan fox?﻿
z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k,Uday Kanwar,You can not hate eminem and nirvana...trust me﻿
z12gcfvpsr3au3vg104cdpw5rvbivre5aeg,Jorge Salazar,Like eminen﻿
LneaDw26bFsZrH_q8nAlrNCOT1Zadc4j8zPu-ZPpwIE,Stacy,check out my playlist
LneaDw26bFv1lZ_yx4_HlVx6xNa0xuiUmgoIsxkWJ3E,seven4justice,Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.
LneaDw26bFsnP4vz8waC3hOcYwvM83aoMLyetymm5Io,McCostaOficial,subscribe to my channel who can
z13gxxlhyrmccf10422gdrogiwbjtfwjb04,Ahmed Medhat,Simply rap god﻿
z13auv44szqpddlcz22qgthjakq4jvnbw04,clirim99,is that megan fox x:D?﻿
z13gut3rexalj5q5c04ciln54nynvjwyinw0k,Sonny Carter,I love this song﻿
LneaDw26bFtn6YS8GRfHBxoaZZI5newNd0njNOSeF84,canku alkan,check out my new EM cover video trailer
z12eilv44ynefj2ys04cj5vhynakxbnwrdk,BAT MAN,Really good song .<br />you know love song song.﻿
z12vx3kz4lq3cnsiu04cejd5bne1gxnjbqo0k,Str8 Royalty,Eminem is the greatest artist to ever touch the mic.﻿
z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k,BEER BEER,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿
z13zjp3povzzsp3xi04cgvtgwpfiy1faigo,dimitar traykov,some classsic :))))﻿
LneaDw26bFvEGhYWZTzIRiff9BXME_JsdLXh4hiJEqo,Daniel Ebrey,sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall
z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k,Punk 0utlaw,"This song is like an oreo, the black part is good but the white part is better﻿"
z13zejcafsrodf5f522xgn0xzonselufv,Daniel Harding,That guy charley of lost TV show﻿
LneaDw26bFvJWycbUHAiKy7i7L14RqXWenvvcJhwbQE,David Bottenberg,subscribe to my channel  /watch?v=NxK32i0HkDs
LneaDw26bFsFwQBcbaeKWWcSsBB7EA1zRf2nBgT9NyY,Ashim Limbu, HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.
z13zfhkhfzrpjhgku22ewbtj4quri3izo04,Amaral Shady 013,Hello Brazil 😻✌💓😻👏﻿
z12msjqximryxdfz104cjhbhtw2ld5ipsh4,SIR JOHN,EMINEM the best EVER.﻿
LneaDw26bFvn1m3oQLlCgsaxLcEy_eMQzcK9NAbyaew,M.E.S,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff
LneaDw26bFv4NFg1m91sL1Aq1p-2N06VweQT4vOwTqc,Ando Nesia - | MC | Music Producer,DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.
z12wvru4rzf5jx0wj04cgx5q1qi1w554ba0,Erin Williams,Best. Song. EVER 🙌﻿
LneaDw26bFsVQRSG0ecctIfRIn4Od1tJqvnhDwCNqbI,the34104,check out eminem latest track survival if u didnt
LneaDw26bFu3RCmyrWyP9S6wh1h9dBv3X95g1HzKAb4,Dany PK,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE
LneaDw26bFsD65dtIvAEObWYIYnFTqQDKBek_Ypz3J8,SmexyFriedChicken,Check out my videos guy! :) Hope you guys had a good laugh :D
LneaDw26bFuvs-8oWkLpAFa6g3QHpWD8k7sbbMP3Bg8,The Guy That's Done Everything,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!
z12hfp2wmyuqztkw504cgblyxtbsxjuzeow0k,Jesse Pinkman,Rihanna looks so beautiful with red hair ;)﻿
z13tsbc5vvn0hdozz04chjt51lq1cvris0k,Gaming Gaming,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿
